Sort Order,Day,Time,Facility Name,Address,Activity Type,Swim Type,Pool Type,Registration Required,URL,Reservation,Area,Category,Age,Time of day,Period,Play Free Flag
3,Wednesday,17:00 - 18:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,Evening,'June 30 to September 6,FALSE
3,Wednesday,18:00 - 19:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,Evening,'June 30 to September 6,FALSE
3,Wednesday,19:00 - 20:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,Evening,'June 30 to September 6,FALSE
3,Wednesday,20:00 - 21:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,Evening,'June 30 to September 6,FALSE
6,Saturday,08:00 - 09:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,AM,'June 30 to September 6,FALSE
6,Saturday,09:00 - 10:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,AM,'June 30 to September 6,FALSE
6,Saturday,10:00 - 11:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,AM,'June 30 to September 6,FALSE
6,Saturday,11:00 - 12:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,AM,'June 30 to September 6,FALSE
7,Sunday,08:00 - 09:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,AM,'June 30 to September 6,FALSE
7,Sunday,09:00 - 10:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,AM,'June 30 to September 6,FALSE
7,Sunday,10:00 - 11:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,AM,'June 30 to September 6,FALSE
7,Sunday,11:00 - 12:00,Heron Road Community Centre,1480 Heron Road,Pickleball 18+,Other,Other,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,https://reservation.frontdesksuite.ca/rcfs/heronCC/Home/Index?Culture=en&PageId=e7445bb0-c3e4-4f56-98c7-edf4390c3b84,South,Racquet Sport,Adult,AM,'June 30 to September 6,FALSE
2,Tuesday,17:00 - 18:00,Heron Road Community Centre,1480 Heron Road,Badminton - family,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,#,South,Racquet Sport,"Preschool, Children, Youth, Adult",Evening,'June 30 to September 6,FALSE
2,Tuesday,18:00 - 19:00,Heron Road Community Centre,1480 Heron Road,Badminton 18+,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,#,South,Racquet Sport,Adult,Evening,'June 30 to September 6,FALSE
2,Tuesday,19:00 - 20:00,Heron Road Community Centre,1480 Heron Road,Badminton 18+,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,#,South,Racquet Sport,Adult,Evening,'June 30 to September 6,FALSE
4,Thursday,19:00 - 20:00,Heron Road Community Centre,1480 Heron Road,Basketball - adult (18+),Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/heron-road-community-centre,#,South,Gym Sport,Adult,Evening,'June 30 to September 6,FALSE
1,Monday,07:30 - 21:00,Hunt Club-Riverside Park Community Centre,3320 Paul Anka Drive,Cardio and weight room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/hunt-club-riverside-park-community-centre,#,South,Fitness,Adult,"AM, PM, Evening",',FALSE
2,Tuesday,07:30 - 21:00,Hunt Club-Riverside Park Community Centre,3320 Paul Anka Drive,Cardio and weight room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/hunt-club-riverside-park-community-centre,#,South,Fitness,Adult,"AM, PM, Evening",',FALSE
3,Wednesday,07:30 - 21:00,Hunt Club-Riverside Park Community Centre,3320 Paul Anka Drive,Cardio and weight room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/hunt-club-riverside-park-community-centre,#,South,Fitness,Adult,"AM, PM, Evening",',FALSE
4,Thursday,07:30 - 21:00,Hunt Club-Riverside Park Community Centre,3320 Paul Anka Drive,Cardio and weight room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/hunt-club-riverside-park-community-centre,#,South,Fitness,Adult,"AM, PM, Evening",',FALSE
5,Friday,07:30 - 21:00,Hunt Club-Riverside Park Community Centre,3320 Paul Anka Drive,Cardio and weight room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/hunt-club-riverside-park-community-centre,#,South,Fitness,Adult,"AM, PM, Evening",',FALSE
6,Saturday,08:30 - 17:00,Hunt Club-Riverside Park Community Centre,3320 Paul Anka Drive,Cardio and weight room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/hunt-club-riverside-park-community-centre,#,South,Fitness,Adult,"AM, PM",',FALSE
7,Sunday,08:30 - 17:00,Hunt Club-Riverside Park Community Centre,3320 Paul Anka Drive,Cardio and weight room,Other,Other,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/hunt-club-riverside-park-community-centre,#,South,Fitness,Adult,"AM, PM",',FALSE
1,Monday,10:00 - 11:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Alternate needs swim,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,https://reservation.frontdesksuite.ca/rcfs/jpcc/Home/Index?Culture=en&PageId=6b1757a5-2682-45ae-83a1-faa753559938,Central,Swimming,Adult,AM,'June 29 to September 6,FALSE
1,Monday,11:00 - 12:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Alternate needs swim,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,https://reservation.frontdesksuite.ca/rcfs/jpcc/Home/Index?Culture=en&PageId=6b1757a5-2682-45ae-83a1-faa753559938,Central,Swimming,Adult,AM,'June 29 to September 6,FALSE
3,Wednesday,10:00 - 11:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Alternate needs swim,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,https://reservation.frontdesksuite.ca/rcfs/jpcc/Home/Index?Culture=en&PageId=6b1757a5-2682-45ae-83a1-faa753559938,Central,Swimming,Adult,AM,'June 29 to September 6,FALSE
3,Wednesday,11:00 - 12:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Alternate needs swim,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,https://reservation.frontdesksuite.ca/rcfs/jpcc/Home/Index?Culture=en&PageId=6b1757a5-2682-45ae-83a1-faa753559938,Central,Swimming,Adult,AM,'June 29 to September 6,FALSE
4,Thursday,19:15 - 20:15,Jack Purcell Community Centre,320 Jack Purcell Lane,Alternate needs swim,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,https://reservation.frontdesksuite.ca/rcfs/jpcc/Home/Index?Culture=en&PageId=6b1757a5-2682-45ae-83a1-faa753559938,Central,Swimming,Adult,Evening,'June 29 to September 6,FALSE
5,Friday,10:00 - 11:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Alternate needs swim,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,https://reservation.frontdesksuite.ca/rcfs/jpcc/Home/Index?Culture=en&PageId=6b1757a5-2682-45ae-83a1-faa753559938,Central,Swimming,Adult,AM,'June 29 to September 6,FALSE
5,Friday,11:00 - 12:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Alternate needs swim,Other,Indoors,Yes,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,https://reservation.frontdesksuite.ca/rcfs/jpcc/Home/Index?Culture=en&PageId=6b1757a5-2682-45ae-83a1-faa753559938,Central,Swimming,Adult,AM,'June 29 to September 6,FALSE
1,Monday,12:00 - 13:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Lane swim,Lane Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
1,Monday,16:00 - 17:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Lane swim,Lane Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
2,Tuesday,12:00 - 13:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Lane swim,Lane Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
3,Wednesday,12:00 - 13:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Lane swim,Lane Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
3,Wednesday,16:00 - 17:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Lane swim,Lane Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
4,Thursday,12:00 - 13:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Lane swim,Lane Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
5,Friday,12:00 - 13:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Lane swim,Lane Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
5,Friday,16:00 - 17:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Lane swim,Lane Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
6,Saturday,13:00 - 14:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Lane swim,Lane Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,TRUE
7,Sunday,13:00 - 14:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Lane swim,Lane Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
1,Monday,13:00 - 14:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Aqua therapy,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
2,Tuesday,13:00 - 14:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Aqua therapy,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
3,Wednesday,13:00 - 14:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Aqua therapy,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
4,Thursday,13:00 - 14:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Aqua therapy,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
5,Friday,13:00 - 14:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Aqua therapy,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
1,Monday,14:00 - 15:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Chronic pain,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
2,Tuesday,14:00 - 15:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Chronic pain,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
3,Wednesday,14:00 - 15:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Chronic pain,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
4,Thursday,14:00 - 15:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Chronic pain,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
5,Friday,14:00 - 15:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Chronic pain,Other,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
1,Monday,15:00 - 16:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Aquafit Lite,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
1,Monday,17:00 - 18:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Aquafit Lite,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,Evening,'June 29 to September 6,FALSE
3,Wednesday,15:00 - 16:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Aquafit Lite,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
3,Wednesday,17:00 - 18:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Aquafit Lite,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,Evening,'June 29 to September 6,FALSE
5,Friday,15:00 - 16:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Aquafit Lite,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,PM,'June 29 to September 6,FALSE
5,Friday,17:00 - 18:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Aquafit Lite,Aquafit,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,Adult,Evening,'June 29 to September 6,FALSE
1,Monday,18:00 - 19:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Public swim,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",Evening,'June 29 to September 6,FALSE
2,Tuesday,10:00 - 11:00,Jack Purcell Community Centre,320 Jack Purcell Lane,Public swim,Public Swim,Indoors,No,https://ottawa.ca/en/recreation-and-parks/facilities/place-listing/jack-purcell-community-centre,#,Central,Swimming,"Preschool, Children, Youth, Adult",AM,'June 29 to September 6,FALSE
